seq1	>ref-NC_001641.1 Saccharomyces cerevisiae virus L-BC (La), complete genome-table4-Totiviridae-HMM191-663_53.0-ORF55
seq99	>nrnt-AP014902 Diatom colony associated dsRNA virus 10 genomic RNA, complete genome.-table6-Totiviridae-HMM193-566_43.0-ORF56
seq100	>nrnt-AP014901 Diatom colony associated dsRNA virus 9 genome type B genomic RNA, complete genome.-table4-Totiviridae-HMM140-596_54.0-ORF40
seq101	>nrnt-AP014899 Diatom colony associated dsRNA virus 8 genomic RNA, complete genome.-table6-Totiviridae-HMM99-547_55.0-ORF54
seq102	>nrnt-AP014898 Diatom colony associated dsRNA virus 7 genomic RNA, complete genome.-table6-Totiviridae-HMM234-588_41.0-ORF61
seq103	>nrnt-AP014897 Diatom colony associated dsRNA virus 6 genomic RNA, complete genome.-table6-Totiviridae-HMM808-1261_29.0-ORF46
seq104	>nrnt-AP014896 Diatom colony associated dsRNA virus 5 genomic RNA, complete genome.-table6-Totiviridae-HMM525-907_32.0-ORF57
seq105	>nrnt-AP014894 Diatom colony associated dsRNA virus 4 genome type A genomic RNA, complete genome.-table4-Totiviridae-HMM100-557_57.0-ORF57
seq106	>nrnt-AP014893 Diatom colony associated dsRNA virus 3 genomic RNA, complete genome.-table6-Totiviridae-HMM244-621_42.0-ORF53
seq107	>nrnt-KR011117 Beauveria bassiana victorivirus 1, complete genome.-table6-Totiviridae-HMM259-618_40.0-ORF51
seq108	>nrnt-KT455460 Delisea pulchra totivirus IndA isolate IndA_16 RNA-dependent RNA polymerase gene, partial cds.-table1-Totiviridae-HMM32-343_90.0-ORF14
seq109	>nrnt-KT455459 Delisea pulchra totivirus IndA isolate IndA_14 RNA-dependent RNA polymerase gene, partial cds.-table1-Totiviridae-HMM21-348_93.0-ORF8
seq110	>nrnt-KT455458 Delisea pulchra totivirus IndA isolate IndA_12 RNA-dependent RNA polymerase gene, partial cds.-table1-Totiviridae-HMM53-469_73.0-ORF19
seq111	>nrnt-KT455457 Delisea pulchra totivirus IndA isolate IndA_11 RNA-dependent RNA polymerase gene, partial cds.-table1-Totiviridae-HMM138-554_71.0-ORF13
seq112	>nrnt-KT455456 Delisea pulchra totivirus IndA isolate IndA_8 RNA-dependent RNA polymerase gene, partial cds.-table1-Totiviridae-HMM186-578_67.0-ORF21
seq113	>nrnt-KT455455 Delisea pulchra totivirus IndA isolate IndA_7 RNA-dependent RNA polymerase gene, partial cds.-table1-Totiviridae-HMM118-477_74.0-ORF16
seq114	>nrnt-KT455454 Delisea pulchra totivirus IndA isolate IndA_6 RNA-dependent RNA polymerase gene, partial cds.-table1-Totiviridae-HMM145-605_73.0-ORF24
seq115	>nrnt-KT455453 Delisea pulchra totivirus IndA isolate IndA_5 RNA-dependent RNA polymerase gene, partial cds.-table1-Totiviridae-HMM83-543_65.0-ORF17
seq116	>nrnt-KT455452 Delisea pulchra totivirus IndA isolate IndA_4 RNA-dependent RNA polymerase gene, partial cds.-table1-Totiviridae-HMM54-525_66.0-ORF22
seq117	>nrnt-KT455451 Delisea pulchra totivirus IndA isolate IndA_3 RNA-dependent RNA polymerase gene, complete cds.-table6-Totiviridae-HMM138-617_58.0-ORF28
seq118	>nrnt-KT455450 Delisea pulchra totivirus IndA isolate IndA_2 RNA-dependent RNA polymerase gene, complete cds.-table6-Totiviridae-HMM106-569_59.0-ORF22
seq119	>nrnt-KT455449 Delisea pulchra totivirus IndA isolate IndA_1 RNA-dependent RNA polymerase gene, complete cds.-table6-Totiviridae-HMM153-610_55.0-ORF29
seq120	>nrnt-HE572591 Beauveria bassiana victorivirus 1, complete genome.-table4-Totiviridae-HMM294-664_40.0-ORF50
seq121	>nrnt-KP642128 DsRNA virus environmental sample clone thai.aeae_contig5425 proline-alanine-rich protein and PArp-RdRp genes, partial cds.-table6-Totiviridae-HMM326-691_38.0-ORF37
seq122	>nrnt-KP642124 DsRNA virus environmental sample clone smat.culi_contig119 proline-alanine-rich protein gene, complete cds; and PArp-RdRp gene, partial cds.-table6-Totiviridae-HMM429-866_35.0-ORF67
seq123	>nrnt-KP642123 DsRNA virus environmental sample clone pepp.ochl_contig32 proline-alanine-rich protein gene, complete cds; and PArp-RdRp gene, partial cds.-table4-Totiviridae-HMM337-705_34.0-ORF77
seq124	>nrnt-KP642122 DsRNA virus environmental sample clone mill.culi_contig89 proline-alanine-rich protein gene, complete cds; and PArp-RdRp gene, partial cds.-table6-Totiviridae-HMM283-709_39.0-ORF70
seq125	>nrnt-KF256264 Unidentified Leishmania RNA virus strain MHOM/ET/2011/LDS303 capsid protein gene, complete cds; and RNA-dependent RNA polymerase gene, partial cds.-table4-Totiviridae-HMM230-678_48.0-ORF58
seq126	>nrnt-JN819511 Saccharomyces cerevisiae virus L-A-lus gag-pol fusion protein and coat protein genes, complete cds.-table4-Totiviridae-HMM178-660_54.0-ORF55
seq127	>nrnt-JX524563 Ustilaginoidea virens RNA virus 1 strain JYH-ZT, complete genome.-table6-Totiviridae-HMM192-598_41.0-ORF55
seq128	>nrnt-KC610514 Scheffersomyces segobiensis virus L isolate NRRL Y-11571, complete genome.-table6-Totiviridae-HMM187-662_53.0-ORF50
seq129	>nrnt-JN997473 Xanthophyllomyces dendrorhous virus L1b capsid protein (CP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds.-table6-Totiviridae-HMM263-734_49.0-ORF47
seq130	>nrnt-HE579658 Uncultured totivirus genomic RNA containing putative RdRp, contig 95.1Hv1_454_1.-table4-Totiviridae-HMM239-547_52.0-ORF34
seq131	>nrnt-HQ607520 Trichomonas vaginalis virus 4 strain TVV4-OC3, complete genome.-table4-Totiviridae-HMM346-775_43.0-ORF37
seq132	>nrnt-HQ158596 Tuber aestivum virus 1 capsid protein and RNA polymerase genes, complete cds.-table6-Totiviridae-HMM217-700_52.0-ORF45
seq133	>nrnt-AM261427 Epichloe festucae virus 1 CP gene for outative coat protein and RdRp gene for RNA dependent RNA polymerase gene, genomic RNA, strain P23.-table4-Totiviridae-HMM428-804_34.0-ORF39
seq134	>nrnt-AM111098 Ophiostoma minus totivirus partial mRNA for RNA-dependent RNA polymerase (RdRp gene), isolate H2392.-table1-Totiviridae-HMM122-436_71.0-ORF16
seq135	>nrnt-AY556461 Thielaviopsis basicola dsRNA virus 2, partial sequence.-table6-Totiviridae-HMM155-509_45.0-ORF26
seq136	>nrnt-KX882999 Hubei toti-like virus 3 strain ZL17544 hypothetical protein gene, partial cds.-table6-Totiviridae-HMM20-434_63.0-ORF29
seq137	>nrnt-KX882998 Hubei toti-like virus 1 strain ZL17075 hypothetical protein gene, partial cds.-table6-Totiviridae-HMM196-584_43.0-ORF43
seq138	>nrnt-KX882981 Hubei toti-like virus 4 strain WHWG8762 hypothetical protein gene, partial cds.-table1-Totiviridae-HMM4-397_66.0-ORF10
seq139	>nrnt-KX882971 Hubei toti-like virus 7 strain SCM411298 hypothetical protein gene, partial cds.-table6-Totiviridae-HMM128-494_41.0-ORF26
seq140	>nrnt-KX882968 Hubei toti-like virus 11 strain QTM2810 hypothetical protein gene, partial cds.-table6-Totiviridae-HMM14-319_44.0-ORF19
seq141	>nrnt-KX882965 Hubei toti-like virus 8 strain QTM25279 hypothetical protein gene, partial cds.-table6-Totiviridae-HMM374-691_40.0-ORF28
seq142	>nrnt-KX882940 Hubei toti-like virus 6 strain arthropodmix282 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds.-table4-Totiviridae-HMM427-747_40.0-ORF33
seq143	>nrnt-GU108587 Grapevine associated mycovirus-1 isolate Ctg150 putative RNA-dependent RNA polymerase gene, partial cds.-table1-Totiviridae-HMM88-407_78.0-ORF16
seq144	>nrnt-KT222801 Phakopsora pachyrhizi mycovirus isolate 2383 coat protein (gag) gene, complete cds; and polymerase (pol) gene, partial cds.-table4-Totiviridae-HMM239-653_47.0-ORF58
seq145	>nrnt-KF298277 Uncultured virus isolate acc_9.16 putative RNA-dependent RNA polymerase-like protein and hypothetical protein genes, complete cds.-table4-Totiviridae-HMM316-697_35.0-ORF81
seq146	>nrnt-X92203 Cucurbit yellows-associated virus partial gene for putative RNA-dependent RNA polymerase, genomic RNA.-table1-Totiviridae-HMM50-309_40.0-ORF15
seq147	>tsa-GEZL01213530.1 TSA: Ambrosia artemisiifolia TR105651_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM2-76_97.0-ORF3
seq148	>tsa-GEOH01029547.1 (REVERSE SENSE) TSA: Ambrosia trifida comp113777_c0_seq1 transcribed RNA sequence-table1-Totiviridae-HMM7-477_82.0-ORF49
seq149	>tsa-GEOH01044231.1 TSA: Ambrosia trifida comp131608_c0_seq1 transcribed RNA sequence-table4-Totiviridae-HMM205-682_53.0-ORF32
seq150	>tsa-IAAG01002698.1 TSA: Ambrosiozyma kashinagacola mRNA, contig: c2399_g1_i1, strain: JCM 15019, transcribed RNA sequence-table6-Totiviridae-HMM211-690_58.0-ORF53
seq151	>tsa-GARP01025880.1 (REVERSE SENSE) TSA: Bemisia tabaci comp13683_c0_seq1 transcribed RNA sequence-table6-Totiviridae-HMM128-455_39.0-ORF58
seq152	>tsa-GARP01065882.1 (REVERSE SENSE) TSA: Bemisia tabaci comp23871_c0_seq1 transcribed RNA sequence-table1-Totiviridae-HMM73-320_76.0-ORF31
seq153	>tsa-GBII01021570.1 TSA: Bemisia tabaci CL5557.Contig1_AB transcribed RNA sequence-table6-Totiviridae-HMM540-847_23.0-ORF71
seq154	>tsa-GBIJ01012886.1 (REVERSE SENSE) TSA: Bemisia tabaci Unigene3143_A transcribed RNA sequence-table6-Totiviridae-HMM117-424_35.0-ORF67
seq155	>tsa-GCZW01022410.1 TSA: Bemisia tabaci Unigene30521_N1 transcribed RNA sequence-table1-Totiviridae-HMM133-354_62.0-ORF11
seq156	>tsa-GEZK01105224.1 TSA: Bemisia tabaci c151733_g1 transcribed RNA sequence-table6-Totiviridae-HMM533-797_21.0-ORF36
seq157	>tsa-GBAD01037434.1 (REVERSE SENSE) TSA: Boechera gunnisoniana comp76126_c1_seq1 transcribed RNA sequence-table4-Totiviridae-HMM2-383_61.0-ORF48
seq158	>tsa-GAZX01033390.1 (REVERSE SENSE) TSA: Caligus rogercresseyi tsa-crog-ngs-11117133 transcribed RNA sequence-table6-Totiviridae-HMM285-685_37.0-ORF50
seq159	>tsa-GAZX01040226.1 (REVERSE SENSE) TSA: Caligus rogercresseyi tsa-crog-ngs-11124002 transcribed RNA sequence-table1-Totiviridae-HMM170-515_64.0-ORF47
seq160	>tsa-GAZX01040383.1 (REVERSE SENSE) TSA: Caligus rogercresseyi tsa-crog-ngs-11124172 transcribed RNA sequence-table1-Totiviridae-HMM211-640_43.0-ORF88
seq161	>tsa-GAZX01040384.1 (REVERSE SENSE) TSA: Caligus rogercresseyi tsa-crog-ngs-11124173 transcribed RNA sequence-table1-Totiviridae-HMM200-629_44.0-ORF85
seq162	>tsa-GBHI01002765.1 TSA: Camellia oleifera ColeSingleton3852 transcribed RNA sequence-table1-Totiviridae-HMM1-94_85.0-ORF3
seq163	>tsa-GBHI01032777.1 TSA: Camellia oleifera ColeSingleton44383 transcribed RNA sequence-table1-Totiviridae-HMM3-118_86.0-ORF4
seq164	>tsa-GEFY01048316.1 (REVERSE SENSE) TSA: Camellia oleifera Unigene48322 transcribed RNA sequence-table1-Totiviridae-HMM1-75_98.0-ORF9
seq165	>tsa-GEFY01060752.1 (REVERSE SENSE) TSA: Camellia oleifera Unigene60769 transcribed RNA sequence-table1-Totiviridae-HMM2-71_97.0-ORF7
seq166	>tsa-GEER01122881.1 TSA: Camellia reticulata CRD_FB_c31637_g2_i1 transcribed RNA sequence-table1-Totiviridae-HMM465-932_41.0-ORF26
seq167	>tsa-GFSL01077730.1 (REVERSE SENSE) TSA: Camellia sasanqua CSATR013426 transcribed RNA sequence-table1-Totiviridae-HMM765-1233_32.0-ORF112
seq168	>tsa-GCRZ01031143.1 (REVERSE SENSE) TSA: Camellia taliensis CtaTrans34385 transcribed RNA sequence-table1-Totiviridae-HMM249-659_62.0-ORF52
