seq1	>ref-NC_004752.1 Yam mosaic virus, complete genome-table6-Potyviridae-HMM2298-2761_14.0-ORF110
seq108	>ref-NC_019415.1 Blue squill virus A, complete genome-table6-Potyviridae-HMM2380-2846_14.0-ORF117
seq109	>ref-NC_020072.1 Colombian datura virus, complete genome-table6-Potyviridae-HMM2338-2800_14.0-ORF104
seq110	>ref-NC_021065.1 Sunflower mild mosaic virus isolate Entre Rios, complete genome-table6-Potyviridae-HMM2390-2852_14.0-ORF109
seq111	>ref-NC_020896.1 Sweet potato latent virus, complete genome-table6-Potyviridae-HMM2483-2948_13.0-ORF115
seq112	>ref-NC_020105.1 Brugmansia mosaic virus strain SK, complete genome-table6-Potyviridae-HMM2357-2823_14.0-ORF110
seq113	>ref-NC_021196.1 Calla lily latent virus strain m19 polyprotein gene, complete cds-table6-Potyviridae-HMM2359-2825_14.0-ORF109
seq114	>ref-NC_021197.1 Donkey orchid virus A isolate SW3.1 polyprotein gene, complete cds-table4-Potyviridae-HMM2442-2903_14.0-ORF111
seq115	>ref-NC_021786.1 Habenaria mosaic virus genomic RNA, complete genome, isolate: Ha-1-table6-Potyviridae-HMM2270-2733_14.0-ORF94
seq116	>ref-NC_022745.1 Tall oatgrass mosaic virus isolate Benesov, complete genome-table6-Potyviridae-HMM2218-2670_14.0-ORF109
seq117	>ref-NC_023014.1 Bidens mosaic virus isolate SP01, complete genome-table4-Potyviridae-HMM2279-2745_15.0-ORF109
seq118	>ref-NC_023175.1 Zucchini tigre mosaic virus isolate Re01-25, complete genome-table4-Potyviridae-HMM2554-3018_13.0-ORF116
seq119	>ref-NC_023628.1 Narcissus late season yellows virus isolate Marijiniup8, complete genome-table6-Potyviridae-HMM2340-2805_14.0-ORF106
seq120	>ref-NC_024471.1 Yellow oat-grass mosaic virus isolate YOgMV-Sb, complete genome-table6-Potyviridae-HMM2193-2651_14.0-ORF111
seq121	>ref-NC_025254.1 Carrot thin leaf virus isolate CTLV-Cs, complete genome-table6-Potyviridae-HMM2291-2756_14.0-ORF110
seq122	>ref-NC_025250.1 Vanilla distortion mosaic virus isolate VDMV-Cor, complete genome-table6-Potyviridae-HMM2320-2786_14.0-ORF91
seq123	>ref-NC_025821.1 Asparagus virus 1 isolate DSMZ PV-0954, complete genome-table6-Potyviridae-HMM2350-2816_14.0-ORF110
seq124	>ref-NC_026615.1 Tamarillo leaf malformation virus isolate A, complete genome-table6-Potyviridae-HMM2346-2808_14.0-ORF117
seq125	>ref-NC_026759.1 Artichoke latent virus isolate FR37, complete genome-table6-Potyviridae-HMM1851-2305_16.0-ORF90
seq126	>ref-NC_027210.1 Catharanthus mosaic virus isolate Mandevilla-US, complete genome-table6-Potyviridae-HMM2287-2752_14.0-ORF104
seq127	>ref-NC_027706.1 Lettuce italian necrotic virus, complete genome-table6-Potyviridae-HMM2429-2893_14.0-ORF118
seq128	>ref-NC_028144.1 Rice necrosis mosaic virus RNA 1, complete sequence-table6-Potyviridae-HMM1582-2035_18.0-ORF83
seq129	>ref-NC_029051.1 Jasmine ringspot virus, complete genome-table6-Potyviridae-HMM2322-2788_14.0-ORF107
seq130	>ref-NC_029076.1 Iris severe mosaic virus isolate BJ, complete genome-table6-Potyviridae-HMM2593-3055_13.0-ORF117
seq131	>ref-NC_030118.1 Tobacco mosqueado virus isolate RS-01, complete genome-table6-Potyviridae-HMM2338-2804_14.0-ORF116
seq132	>ref-NC_030236.1 Impatiens flower break potyvirus isolate Asan, complete genome-table6-Potyviridae-HMM2324-2790_14.0-ORF107
seq133	>ref-NC_030293.1 Pecan mosaic-associated virus isolate LA, complete genome-table6-Potyviridae-HMM2227-2692_14.0-ORF91
seq134	>ref-NC_030391.1 Wild onion symptomless virus gene for polyprotein, complete cds, isolate: TUR256-1-table6-Potyviridae-HMM2258-2723_14.0-ORF104
seq135	>ref-NC_030794.1 Callistephus mottle virus isolate DJ, complete genome-table6-Potyviridae-HMM2379-2844_14.0-ORF101
seq136	>ref-NC_030847.1 Brazilian weed virus Y isolate KLL097, complete genome-table6-Potyviridae-HMM2336-2802_14.0-ORF103
seq137	>ref-NC_030840.1 Coccinia mottle virus isolate Su12-25, complete genome-table6-Potyviridae-HMM2332-2784_13.0-ORF112
seq138	>ref-NC_031339.1 Euphorbia ringspot virus isolate PV-0902, complete genome-table6-Potyviridae-HMM2357-2820_13.0-ORF115
seq139	>ref-NC_032912.1 Hubei Poty-like virus 1 strain SCM51506 polyprotein gene, complete cds-table6-Potyviridae-HMM2242-2706_15.0-ORF87
seq140	>ref-NC_032925.1 Hubei leech virus 1 strain SZmix32467 putative protease, RNA-dependent RNA polymerase, and putative capsid protein genes, complete cds-table4-Potyviridae-HMM160-396_44.0-ORF24
seq141	>ref-NC_033708.1 Wuhan poty-like virus 1 strain WHWN51517 polyprotein gene, complete cds-table6-Potyviridae-HMM1857-2312_16.0-ORF95
seq142	>ref-NC_034208.1 Sunflower ring blotch virus isolate Chaco, complete genome-table6-Potyviridae-HMM2313-2779_15.0-ORF105
seq143	>ref-NC_034273.1 Endive necrotic mosaic virus strain ENMV-FR, complete genome-table6-Potyviridae-HMM2490-2956_14.0-ORF116
seq144	>ref-NC_034835.1 Longan witches broom-associated virus isolate Han1, complete sequence-table4-Potyviridae-HMM2300-2748_14.0-ORF122
seq145	>ref-NC_035134.1 Cucurbit vein banding virus isolate 3.1, complete genome-table6-Potyviridae-HMM2377-2841_14.0-ORF110
seq146	>ref-NC_035458.1 Wild melon vein banding virus isolate Su03-07, complete genome-table6-Potyviridae-HMM2522-2987_14.0-ORF110
seq147	>ref-NC_035459.1 Sudan watermelon mosaic virus isolate Su94-54, complete genome-table6-Potyviridae-HMM2555-3019_13.0-ORF114
seq148	>ref-NC_035461.1 Reed chlorotic stripe virus strain Tianshui polyprotein gene, complete cds-table6-Potyviridae-HMM2307-2768_14.0-ORF85
seq149	>nrnt-MG755240 Yam chlorotic necrosis virus isolate YCNV-YJish, complete genome.-table6-Potyviridae-HMM1866-2321_16.0-ORF86
seq150	>nrnt-LC379162 East Asian passiflora distortion virus gene for polyprotein, complete cds.-table6-Potyviridae-HMM2463-2929_14.0-ORF107
seq151	>nrnt-LC381969 Carnation vein mottle virus CVMoV-DC gene for polyprotein, partial cds.-table4-Potyviridae-HMM1-389_51.0-ORF27
seq152	>nrnt-MF543013 Lily yellow mosaic virus, complete genome.-table4-Potyviridae-HMM2415-2877_14.0-ORF107
seq153	>nrnt-MF953305 Mediterranean ruda virus isolate ParP17, complete genome.-table4-Potyviridae-HMM2328-2792_14.0-ORF109
seq154	>ref-NC_036802 Saffron latent virus isolate Ir-Kh1, complete genome.-table6-Potyviridae-HMM2311-2776_14.0-ORF118
seq155	>nrnt-LC310753 Broad bean necrotic mosaic virus gene for polyprotein, partial cds, isolate: Chiba2011.-table6-Potyviridae-HMM1-158_30.0-ORF16
seq156	>nrnt-MF509898 Paris mosaic necrosis virus isolate PMNV-cn, complete genome.-table6-Potyviridae-HMM2347-2812_14.0-ORF109
seq157	>nrnt-MF997470 African eggplant mosaic virus isolate 2013-281, complete genome.-table6-Potyviridae-HMM2327-2791_14.0-ORF99
seq158	>nrnt-MF622947 Cardamom mosaic virus isolate KS, complete genome.-table4-Potyviridae-HMM1844-2300_16.0-ORF88
seq159	>nrnt-KY221840 Plum pox virus isolate GC27 polyprotein gene, complete cds.-table6-Potyviridae-HMM2340-2806_14.0-ORF105
seq160	>nrnt-KY385304 Kalanchoe mosaic virus strain R2 isolate GP, partial genome.-table6-Potyviridae-HMM2271-2737_15.0-ORF105
seq161	>nrnt-KY310573 Chinese yam necrotic mosaic virus isolate China, complete genome.-table6-Potyviridae-HMM1853-2311_17.0-ORF95
seq162	>nrnt-KY491536 Bellflower veinal mottle virus isolate SW, complete genome.-table6-Potyviridae-HMM1813-2268_17.0-ORF74
seq163	>nrnt-KX911718 Crinum mosaic virus polyprotein gene, partial cds.-table6-Potyviridae-HMM1-149_30.0-ORF18
seq164	>nrnt-KX505964 Vanilla mosaic virus isolate CI, complete genome.-table6-Potyviridae-HMM2381-2846_14.0-ORF101
seq165	>nrnt-FJ159386 Spiranthes mosaic virus 3 isolate BW2 polyprotein gene, partial cds.-table4-Potyviridae-HMM1-149_30.0-ORF16
seq166	>nrnt-FJ159372 Ornithogalum mosaic virus isolate LachX polyprotein gene, partial cds.-table4-Potyviridae-HMM1-153_29.0-ORF16
seq167	>nrnt-EU927399 Snowdrop virus Y polyprotein gene, partial cds.-table4-Potyviridae-HMM1-152_31.0-ORF15
seq168	>nrnt-EU684971 Veltheimia virus Y polyprotein gene, partial cds.-table4-Potyviridae-HMM1-149_30.0-ORF13
seq169	>nrnt-EU684747 Ranunculus mild mosaic virus isolate Yunnan polyprotein gene, partial cds.-table6-Potyviridae-HMM1-158_32.0-ORF16
seq170	>nrnt-AF491352 Spartina mottle virus from Italy polyprotein gene, partial cds.-table6-Potyviridae-HMM1-143_27.0-ORF15
seq171	>nrnt-AF491351 Spartina mottle virus from Germany polyprotein gene, partial cds.-table6-Potyviridae-HMM1-144_28.0-ORF15
seq172	>nrnt-AF465545 Sunflower mosaic virus polyprotein gene, partial cds.-table6-Potyviridae-HMM42-503_55.0-ORF34
seq173	>nrnt-EU021069 Sweet potato feathery mottle virus isolate M2-44 polyprotein gene, partial cds.-table6-Potyviridae-HMM1-152_25.0-ORF21
seq174	>nrnt-EU042750 Ornamental onion stripe mosaic virus polyprotein gene, partial cds.-table4-Potyviridae-HMM1-159_29.0-ORF20
seq175	>nrnt-DQ436919 Iris mild mosaic virus isolate DC4b polyprotein gene, partial cds.-table6-Potyviridae-HMM2-157_28.0-ORF15
seq176	>nrnt-DQ174243 Carrot virus Y polyprotein gene, partial cds.-table1-Potyviridae-HMM96-462_79.0-ORF14
seq177	>nrnt-DQ152192 Ranunculus mosaic virus polyprotein gene, partial cds.-table6-Potyviridae-HMM1-116_23.0-ORF15
seq178	>nrnt-DQ152190 Ranunculus leaf distortion virus polyprotein gene, partial cds.-table6-Potyviridae-HMM1-117_24.0-ORF16
seq179	>nrnt-DQ098904 Eustrephus virus Y polyprotein gene, partial cds.-table1-Potyviridae-HMM1-159_32.0-ORF13
seq180	>nrnt-DQ098901 Siratro 2 virus Y polyprotein gene, partial cds.-table6-Potyviridae-HMM1-159_27.0-ORF23
seq181	>nrnt-DQ098900 Siratro 1 virus Y polyprotein gene, partial cds.-table6-Potyviridae-HMM1-159_27.0-ORF21
seq182	>nrnt-AY954248 Twisted-stalk chlorotic streak virus Denali 2001 polyprotein gene, partial cds and 3' UTR.-table4-Potyviridae-HMM1-149_30.0-ORF18
seq183	>nrnt-AY994104 Dasheen mosaic virus from taro polyprotein gene, partial cds.-table6-Potyviridae-HMM1-158_26.0-ORF18
seq184	>nrnt-AY974328 Omphalodes virus Y polyprotein gene, partial cds.-table6-Potyviridae-HMM1-152_30.0-ORF13
seq185	>nrnt-AY825284 Verbena canadensis potyvirus MA-2005 polyprotein gene, partial cds.-table6-Potyviridae-HMM1-152_27.0-ORF13
seq186	>nrnt-AY864850 Tricyrtis potyvirus polyprotein gene, partial cds.-table6-Potyviridae-HMM1-152_26.0-ORF18
seq187	>nrnt-AY685218 Spiranthes mosaic virus 3 polyprotein gene, partial cds.-table4-Potyviridae-HMM1-152_30.0-ORF17
seq188	>nrnt-AY485276 Pfaffia mosaic virus polyprotein mRNA, partial cds.-table6-Potyviridae-HMM1-158_30.0-ORF18
seq189	>nrnt-AY388995 Meadow saffron breaking virus polyprotein gene, partial cds.-table6-Potyviridae-HMM1-158_29.0-ORF18
seq190	>nrnt-AF062926 Tuberose mild mosaic potyvirus polyprotein precursor gene, partial cds.-table6-Potyviridae-HMM5-264_40.0-ORF18
seq191	>nrnt-AF203527 Diuris virus Y polyprotein gene, partial cds.-table6-Potyviridae-HMM1-159_29.0-ORF19
seq192	>nrnt-AF185958 Pleione virus Y polyprotein gene, partial cds.-table6-Potyviridae-HMM1-155_31.0-ORF15
seq193	>nrnt-AF185957 Sarcochilus virus Y polyprotein gene, partial cds.-table6-Potyviridae-HMM1-159_28.0-ORF23
seq194	>nrnt-AF185956 Rhopalanthe virus Y polyprotein gene, partial cds.-table6-Potyviridae-HMM1-158_29.0-ORF14
seq195	>nrnt-AF185955 Cypripedium virus Y isolate CF polyprotein gene, partial cds.-table4-Potyviridae-HMM1-159_32.0-ORF18
seq196	>nrnt-KU355553 Zucchini shoestring virus polyprotein gene, complete cds; and PIPO gene, partial cds.-table4-Potyviridae-HMM2556-3020_13.0-ORF122
seq197	>nrnt-HM008711 Bermuda grass mosaic virus isolate Shiraz polyprotein gene, partial cds.-table6-Potyviridae-HMM1-155_27.0-ORF18
seq198	>nrnt-GU552269 Bermuda grass mosaic virus isolate Kj polyprotein gene, partial cds.-table6-Potyviridae-HMM1-155_28.0-ORF16
seq199	>nrnt-GU270649 Triteleia mosaic virus polyprotein gene, partial cds; and 3' UTR.-table4-Potyviridae-HMM1-156_31.0-ORF16
seq200	>nrnt-GQ847531 Tradescantia mild mosaic virus - yellow streak polyprotein gene, partial cds.-table6-Potyviridae-HMM1-91_20.0-ORF14
seq201	>nrnt-FJ648825 Trillium crinkled leaf virus polyprotein gene, partial cds.-table6-Potyviridae-HMM1-150_29.0-ORF14
seq202	>nrnt-FJ618540 Vallota mosaic virus polyprotein gene, partial cds.-table4-Potyviridae-HMM1-154_31.0-ORF17
seq203	>nrnt-FJ539085 Begonia flower breaking virus isolate F10 Begonia polyprotein gene, partial cds.-table4-Potyviridae-HMM1-86_20.0-ORF13
seq204	>nrnt-FJ561293 Malva vein clearing virus polyprotein gene, partial cds.-table4-Potyviridae-HMM11-241_38.0-ORF21
seq205	>nrnt-AF499025 Alpinia mosaic virus polyprotein gene, partial cds.-table1-Potyviridae-HMM1-159_30.0-ORF19
seq206	>nrnt-AF399672 Lycoris mild mottle virus polyprotein gene, partial cds.-table6-Potyviridae-HMM8-265_38.0-ORF22
seq207	>nrnt-AF022442 Ceratobium mosaic potyvirus strain CerMV-13 polyprotein (NIb/CP) gene, partial cds.-table6-Potyviridae-HMM1-159_31.0-ORF15
seq208	>nrnt-EF488741 Angelica virus Y isolate AnVY-g polyprotein gene, partial cds.-table6-Potyviridae-HMM1-152_29.0-ORF14
seq209	>nrnt-MMU58771 Maclura mosaic virus polyprotein mRNA, partial NIb and complete coat protein region, partial cds.-table6-Potyviridae-HMM2-366_47.0-ORF26
seq210	>nrnt-EF442668 Alternanthera mild mosaic virus polyprotein gene, partial cds.-table6-Potyviridae-HMM1-149_30.0-ORF16
