seq1	>ref-NC_001469.1 Cucumber necrosis virus, complete genome-table6-Tombusviridae-HMM375-849_54.0-ORF32
seq29	>ref-NC_001721.1 Olive latent virus 1, complete genome-table6-Tombusviridae-HMM230-727_66.0-ORF22
seq30	>ref-NC_001278.1 Diaporthe ambigua RNA virus 1, complete genome-table6-Tombusviridae-HMM560-1009_39.0-ORF37
seq31	>ref-NC_002598.1 Panicum mosaic virus, complete genome-table6-Tombusviridae-HMM442-949_46.0-ORF30
seq32	>ref-NC_003500.3 Carnation Italian ringspot virus genomic sequence for ORF1-5-table6-Tombusviridae-HMM378-852_54.0-ORF29
seq33	>ref-NC_003633.1 Oat chlorotic stunt virus, complete genome-table6-Tombusviridae-HMM236-753_67.0-ORF22
seq34	>ref-NC_001726.1 Carrot mottle mimic umbravirus (CMoMV) dsRNA1, complete genome-table6-Tombusviridae-HMM109-589_75.0-ORF27
seq35	>ref-NC_002187.1 Japanese iris necrotic ring virus, complete genome-table6-Tombusviridae-HMM263-753_54.0-ORF27
seq36	>ref-NC_003627.1 Maize chlorotic mottle virus genomic RNA, isolate KS1-table6-Tombusviridae-HMM468-967_48.0-ORF35
seq37	>ref-NC_001777.1 Tobacco necrosis virus A, complete genome-table6-Tombusviridae-HMM230-730_67.0-ORF23
seq38	>ref-NC_005285.1 Pelargonium necrotic spot virus, complete genome-table6-Tombusviridae-HMM374-848_54.0-ORF27
seq39	>ref-NC_001554.1 Tomato bushy stunt virus, complete genome-table6-Tombusviridae-HMM343-817_56.0-ORF27
seq40	>ref-NC_006939.1 Olive mild mosaic virus, complete genome-table6-Tombusviridae-HMM230-730_67.0-ORF25
seq41	>ref-NC_004750.1 Barley yellow dwarf virus - PAV, complete genome-table4-Tombusviridae-HMM66-548_84.0-ORF26
seq42	>ref-NC_003608.1 Hibiscus chlorotic ringspot virus, complete genome-table6-Tombusviridae-HMM233-729_38.0-ORF36
seq43	>ref-NC_000939.2 Pothos latent virus genes for replicase, capsid protein and movement protein-table6-Tombusviridae-HMM255-727_63.0-ORF30
seq44	>ref-NC_001818.1 Galinsoga mosaic virus, complete genome-table6-Tombusviridae-HMM232-726_66.0-ORF22
seq45	>ref-NC_007017.2 Pelargonium line pattern virus isolate PV-0193, complete genome-table6-Tombusviridae-HMM250-750_51.0-ORF30
seq46	>ref-NC_001339.1 Artichoke mottled crinkle virus, complete genome-table6-Tombusviridae-HMM352-826_56.0-ORF34
seq47	>ref-NC_007729.1 Maize necrotic streak virus isolate Arizona, complete genome-table6-Tombusviridae-HMM341-808_56.0-ORF27
seq48	>ref-NC_007733.1 Angelonia flower break virus, complete genome-table6-Tombusviridae-HMM256-757_64.0-ORF29
seq49	>ref-NC_001504.1 Melon necrotic spot virus, genome-table6-Tombusviridae-HMM306-807_57.0-ORF26
seq50	>ref-NC_009017.1 Nootka lupine vein-clearing virus, complete genome-table6-Tombusviridae-HMM277-771_58.0-ORF27
seq51	>ref-NC_007816.2 Cucumber leaf spot virus, complete genome-table6-Tombusviridae-HMM280-755_61.0-ORF28
seq52	>ref-NC_009756.1 Marine RNA virus SOG, complete genome-table6-Tombusviridae-HMM376-858_33.0-ORF41
seq53	>ref-NC_009533.1 Maize white line mosaic virus, complete genome-table6-Tombusviridae-HMM310-785_59.0-ORF26
seq54	>ref-NC_010806.1 Rose spring dwarf-associated virus, complete genome-table6-Tombusviridae-HMM48-528_59.0-ORF40
seq55	>ref-NC_011108.1 Cocksfoot mild mosaic virus, complete genome-table6-Tombusviridae-HMM403-905_51.0-ORF21
seq56	>ref-NC_011643.1 Soybean yellow mottle mosaic virus, complete genome-table6-Tombusviridae-HMM249-748_56.0-ORF30
seq57	>ref-NC_011535.1 Grapevine Algerian latent virus, complete genome-table6-Tombusviridae-HMM343-817_56.0-ORF31
seq58	>ref-NC_014126.1 Providence virus, complete genome-table6-Tombusviridae-HMM514-788_26.0-ORF27
seq59	>ref-NC_014967.1 Honeysuckle ringspot virus, complete genome-table6-Tombusviridae-HMM263-764_55.0-ORF27
seq60	>ref-NC_015227.2 Trailing lespedeza virus 1 isolate 06TGP01091, complete genome-table6-Tombusviridae-HMM265-764_56.0-ORF32
seq61	>ref-NC_011515.1 Carrot mottle virus isolate Weddel, complete genome-table6-Tombusviridae-HMM99-584_72.0-ORF24
seq62	>ref-NC_020073.2 Moroccan pepper virus isolate MPV-PM75, complete genome-table4-Tombusviridae-HMM28-502_51.0-ORF46
seq63	>ref-NC_020469.1 Furcraea necrotic streak virus isolate Cauca, complete genome-table6-Tombusviridae-HMM263-763_60.0-ORF20
seq64	>ref-NC_020415.1 Rosa rugosa leaf distortion virus isolate MN-3, complete genome-table6-Tombusviridae-HMM247-750_65.0-ORF29
seq65	>ref-NC_021481.1 Barley yellow dwarf virus Ker-II isolate K439, complete genome-table6-Tombusviridae-HMM13-509_87.0-ORF33
seq66	>ref-NC_021926.1 Calibrachoa mottle virus isolate California, complete genome-table6-Tombusviridae-HMM256-752_64.0-ORF18
seq67	>ref-NC_021705.2 Thin paspalum asymptomatic virus strain 2005, complete genome-table6-Tombusviridae-HMM397-905_52.0-ORF32
seq68	>ref-NC_022895.1 Yam spherical virus culture-collection DSMZ:PV-0517, complete genome-table6-Tombusviridae-HMM295-770_51.0-ORF29
seq69	>ref-NC_023682.1 Anopheline-associated C virus isolate acc_1.1s segment 1 RNA-dependent RNA polymerase-like protein and hypothetical proteins genes, complete cds-table4-Tombusviridae-HMM218-490_40.0-ORF31
seq70	>ref-NC_023339.1 Eggplant mottled crinkle virus, complete genome-table6-Tombusviridae-HMM342-816_56.0-ORF33
seq71	>ref-NC_024808.1 Ethiopian tobacco bushy top virus isolate 18-2, complete genome-table4-Tombusviridae-HMM55-545_77.0-ORF26
seq72	>ref-NC_026240.1 Pelargonium ringspot virus isolate DSMZ-PV-0304, complete genome-table6-Tombusviridae-HMM249-749_64.0-ORF23
seq73	>ref-NC_026239.1 Elderberry latent virus isolate ELV, complete genome-table6-Tombusviridae-HMM262-760_63.0-ORF26
seq74	>ref-NC_026137.1 Magnaporthe oryzae RNA virus, complete genome-table6-Tombusviridae-HMM391-840_43.0-ORF21
seq75	>ref-NC_026508.1 Cucurbit aphid borne yellows virus associated RNA RNA-dependent RNA polymerase and putative 25K replicase component genes, complete cds-table6-Tombusviridae-HMM249-739_54.0-ORF25
seq76	>ref-NC_027211.1 Nectarine stem pitting-associated virus isolate nectarine, complete genome-table4-Tombusviridae-HMM251-713_63.0-ORF28
seq77	>ref-NC_027710.2 Opium poppy mosaic virus isolate PHEL5235, complete genome-table6-Tombusviridae-HMM20-502_51.0-ORF34
seq78	>ref-NC_029900.1 Tobacco necrosis virus P isolate QV323, complete genome-table6-Tombusviridae-HMM216-712_68.0-ORF23
seq79	>ref-NC_030203.1 Sclerotinia sclerotiorum umbra-like virus 1 isolate IL1 RNA-dependent RNA polymerase and replication-associated protein genes, complete cds-table6-Tombusviridae-HMM455-952_42.0-ORF34
seq80	>ref-NC_030452.1 Pelargonium leaf curl virus isolate T46 clone p1580-12, complete genome-table6-Tombusviridae-HMM378-852_54.0-ORF29
seq81	>ref-NC_030742.1 Gompholobium virus A isolate Monadnocks putative RNA dependent RNA polymerase (RdRP), replication-associated protein (RdRP), movement protein 1 (MP1), movement protein 2 (MP2), and coat protein (CP) genes, complete cds-table6-Tombusviridae-HMM287-786_38.0-ORF34
seq82	>ref-NC_031800.1 Cherry associated luteovirus, complete genome-table6-Tombusviridae-HMM87-569_75.0-ORF27
seq83	>ref-NC_032231.1 Hubei mosquito virus 4 strain 3mos6213 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM624-1002_37.0-ORF26
seq84	>ref-NC_032230.1 Changjiang tombus-like virus 15 strain CJLX30583 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM285-746_56.0-ORF28
seq85	>ref-NC_032202.1 Beihai tombus-like virus 4 strain BHZY58951 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM421-933_53.0-ORF29
seq86	>ref-NC_032521.1 Beihai horseshoe crab virus 1 strain HOU157708 hypothetical protein genes, complete cds-table6-Tombusviridae-HMM96-544_74.0-ORF32
seq87	>ref-NC_032455.1 Hubei tombus-like virus 30 strain spider132818 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM136-469_54.0-ORF19
seq88	>ref-NC_032471.1 Sanxia water strider virus 15 strain SXSSP1894 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM143-578_70.0-ORF22
seq89	>ref-NC_032405.1 Bermuda grass latent virus isolate BGLV, complete genome-table6-Tombusviridae-HMM356-862_54.0-ORF21
seq90	>ref-NC_032453.1 Hubei tombus-like virus 16 strain spider58816 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM104-568_66.0-ORF26
seq91	>ref-NC_032443.1 Shahe isopoda virus 5 strain SHWC0209c16708 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM515-949_44.0-ORF30
seq92	>ref-NC_032474.1 Sanxia tombus-like virus 7 strain SXSSP2567 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table4-Tombusviridae-HMM287-625_50.0-ORF30
seq93	>ref-NC_033217.1 Hubei tombus-like virus 24 strain GCM76561 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM443-844_46.0-ORF23
seq94	>ref-NC_032965.1 Hubei tombus-like virus 2 strain WHSFII19265 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM410-821_48.0-ORF27
seq95	>ref-NC_032813.1 Hubei tombus-like virus 17 strain QTM26798 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM72-493_68.0-ORF22
seq96	>ref-NC_032853.1 Hubei tombus-like virus 12 strain WHBL71803 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM266-723_55.0-ORF23
seq97	>ref-NC_033073.1 Wenling tombus-like virus 3 strain WLJQ76752 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table4-Tombusviridae-HMM357-680_39.0-ORF28
seq98	>ref-NC_033058.1 Sanxia tombus-like virus 5 strain SXSSP12445 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM363-770_50.0-ORF24
seq99	>ref-NC_033178.1 Sanxia tombus-like virus 1 strain SXXX36383 hypothetical protein 3, hypothetical protein 2, and hypothetical protein 1 genes, complete cds-table6-Tombusviridae-HMM61-545_85.0-ORF22
seq100	>ref-NC_032936.1 Shahe tombus-like virus 1 strain SHWC0209c12685 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM160-646_71.0-ORF17
seq101	>ref-NC_033117.1 Sanxia tombus-like virus 6 strain SXSSP2574 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM23-472_61.0-ORF23
seq102	>ref-NC_033187.1 Sanxia tombus-like virus 2 strain SXXX29202 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM65-550_85.0-ORF21
seq103	>ref-NC_033059.1 Wenling tombus-like virus 2 strain WLJQ104302 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM401-827_45.0-ORF28
seq104	>ref-NC_033043.1 Wenling tombus-like virus 1 strain WLJQ104192 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM387-847_52.0-ORF32
seq105	>ref-NC_032920.1 Shahe tombus-like virus 2 strain SHWC01c3797 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM198-669_68.0-ORF24
seq106	>ref-NC_033092.1 Sanxia water strider virus 14 strain SXSSP2565 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM502-927_39.0-ORF32
seq107	>ref-NC_033068.1 Sanxia tombus-like virus 8 strain SXSSP2544 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM105-431_62.0-ORF18
seq108	>ref-NC_033170.1 Sanxia tombus-like virus 3 strain SXXX37381 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM212-690_67.0-ORF26
seq109	>ref-NC_032811.1 Hubei unio douglasiae virus 2 strain WHBL72658 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM590-975_35.0-ORF25
seq110	>ref-NC_032862.1 Beihai tombus-like virus 1 strain SCJXSX39078 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM281-780_62.0-ORF24
seq111	>ref-NC_032914.1 Beihai tombus-like virus 9 strain BHZY58393 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM372-827_33.0-ORF38
seq112	>ref-NC_032903.1 Beihai tombus-like virus 3 strain BHZY54477 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM359-851_55.0-ORF34
seq113	>ref-NC_032747.1 Beihai tombus-like virus 12 strain BHTSS17936 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, hypothetical protein 4, and hypothetical protein 5 genes, complete cds-table4-Tombusviridae-HMM377-713_45.0-ORF27
seq114	>ref-NC_033161.1 Changjiang tombus-like virus 9 strain CJLX30737 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM380-857_53.0-ORF26
seq115	>ref-NC_033169.1 Changjiang tombus-like virus 5 strain CJLX42586 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM289-770_58.0-ORF33
seq116	>ref-NC_033002.1 Changjiang tombus-like virus 18 strain CJLX21588 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM409-871_49.0-ORF26
seq117	>ref-NC_032932.1 Beihai tombus-like virus 10 strain BHZY59908 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM572-1026_42.0-ORF33
seq118	>ref-NC_033250.1 Beihai tombus-like virus 5 strain HOU131178 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM91-546_77.0-ORF30
seq119	>ref-NC_032880.1 Beihai tombus-like virus 13 strain BHZC37436 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM413-861_46.0-ORF31
seq120	>ref-NC_033052.1 Changjiang crawfish virus 7 strain CJLX29643 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM295-771_42.0-ORF41
seq121	>ref-NC_033142.1 Changjiang tombus-like virus 6 strain CJLX30707 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM302-776_42.0-ORF32
seq122	>ref-NC_033096.1 Changjiang tombus-like virus 14 strain CJLX30318 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM228-704_64.0-ORF23
seq123	>ref-NC_033028.1 Changjiang tombus-like virus 1 strain CJLX26263 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM224-687_65.0-ORF22
seq124	>ref-NC_033129.1 Sanxia tombus-like virus 4 strain SXXX7002 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM304-774_57.0-ORF23
seq125	>ref-NC_032951.1 Beihai tombus-like virus 8 strain BHZY60516 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM392-852_47.0-ORF30
seq126	>ref-NC_033268.1 Beihai tombus-like virus 2 strain BHNXC41455 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM388-896_48.0-ORF34
seq127	>ref-NC_033202.1 Beihai tombus-like virus 15 strain BHBJDX18752 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM457-662_20.0-ORF31
seq128	>ref-NC_033244.1 Beihai tombus-like virus 11 strain BHHK128439 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM126-501_73.0-ORF33
seq129	>ref-NC_033208.1 Beihai tombus-like virus 7 strain BHBJDX18773 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM570-1013_37.0-ORF29
seq130	>ref-NC_033183.1 Changjiang tombus-like virus 7 strain CJLX49320 hypothetical protein 2 and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM277-772_41.0-ORF35
seq131	>ref-NC_033104.1 Changjiang tombus-like virus 3 strain CJLX30495 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM87-568_77.0-ORF28
seq132	>ref-NC_033135.1 Changjiang tombus-like virus 2 strain CJLX30692 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM216-680_66.0-ORF28
seq133	>ref-NC_033016.1 Changjiang tombus-like virus 16 strain CJLX25258 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM293-738_39.0-ORF36
seq134	>ref-NC_033008.1 Changjiang tombus-like virus 10 strain CJLX21891 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM229-726_67.0-ORF27
seq135	>ref-NC_032897.1 Hubei diptera virus 15 strain SCM95219 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM89-407_64.0-ORF18
seq136	>ref-NC_033042.1 Changjiang tombus-like virus 12 strain CJLX27860 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM269-747_49.0-ORF28
seq137	>ref-NC_032768.1 Hubei tombus-like virus 9 strain WHBL63242 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM212-676_62.0-ORF27
seq138	>ref-NC_033237.1 Hubei tombus-like virus 5 strain WGML136364 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM305-804_49.0-ORF36
seq139	>ref-NC_032731.1 Hubei tombus-like virus 4 strain WGML147612 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM255-731_63.0-ORF30
seq140	>ref-NC_033023.1 Hubei tombus-like virus 28 strain SSZZ1762 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds-table6-Tombusviridae-HMM114-402_47.0-ORF20
seq141	>ref-NC_032846.1 Hubei odonate virus 12 strain QTM25968 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM299-550_32.0-ORF37
seq142	>ref-NC_033231.1 Hubei tombus-like virus 6 strain WGML12775 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM305-783_59.0-ORF29
seq143	>ref-NC_032767.1 Hubei tombus-like virus 40 strain QCM118690 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM724-1001_24.0-ORF30
seq144	>ref-NC_032949.1 Hubei tombus-like virus 29 strain spider124630 hypothetical protein and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM79-418_63.0-ORF28
seq145	>ref-NC_033063.1 Changjiang tombus-like virus 8 strain CJLX29920 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM290-776_36.0-ORF42
seq146	>ref-NC_033076.1 Changjiang tombus-like virus 4 strain CJLX30236 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM328-807_58.0-ORF22
seq147	>ref-NC_033123.1 Changjiang tombus-like virus 17 strain CJLX30686 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table4-Tombusviridae-HMM301-755_58.0-ORF25
seq148	>ref-NC_033191.1 Changjiang tombus-like virus 11 strain CJLX30677 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM238-724_62.0-ORF28
seq149	>ref-NC_032884.1 Hubei tombus-like virus 8 strain WHCC116238 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM293-781_57.0-ORF30
seq150	>ref-NC_032741.1 Hubei tombus-like virus 39 strain WGML9144 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table4-Tombusviridae-HMM186-436_38.0-ORF55
seq151	>ref-NC_032782.1 Hubei tombus-like virus 7 strain WHBL69243 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM519-1009_47.0-ORF36
seq152	>ref-NC_033207.1 Hubei tombus-like virus 42 strain fly55787 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM204-518_49.0-ORF25
seq153	>ref-NC_032984.1 Hubei tombus-like virus 38 strain WHWG56034 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM138-551_69.0-ORF20
seq154	>ref-NC_033248.1 Hubei tombus-like virus 3 strain WGML143241 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM298-779_59.0-ORF23
seq155	>ref-NC_032826.1 Hubei tombus-like virus 31 strain WHBL72828 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM419-827_47.0-ORF28
seq156	>ref-NC_032856.1 Hubei tombus-like virus 26 strain QTM27120 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM84-400_51.0-ORF20
seq157	>ref-NC_032970.1 Hubei tombus-like virus 21 strain spider121926 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM59-474_75.0-ORF29
seq158	>ref-NC_032832.1 Hubei tombus-like virus 18 strain QTM27278 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM108-483_59.0-ORF27
seq159	>ref-NC_032964.1 Hubei tombus-like virus 14 strain spider118341 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table4-Tombusviridae-HMM77-492_66.0-ORF26
seq160	>ref-NC_032875.1 Hubei tombus-like virus 10 strain WHCC112361 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM222-723_68.0-ORF21
seq161	>ref-NC_033048.1 Hubei tombus-like virus 27 strain SSZZ3453 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM65-456_73.0-ORF27
seq162	>ref-NC_032901.1 Hubei tombus-like virus 23 strain WHCCII13249 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM625-1041_39.0-ORF34
seq163	>ref-NC_032927.1 Hubei tombus-like virus 19 strain WHCCII13323 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table4-Tombusviridae-HMM548-952_29.0-ORF46
seq164	>ref-NC_033009.1 Hubei tombus-like virus 15 strain WHYY21098 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM512-904_42.0-ORF23
