seq1	>ref-NC_002526.1 Bovine ephemeral fever virus, complete genome-table6-Rhabdoviridae-HMM500-895_18.0-ORF167
seq68	>ref-NC_025394.1 Perinet virus, complete genome-table4-Rhabdoviridae-HMM509-908_18.0-ORF142
seq69	>ref-NC_025395.1 Puerto Almendras virus isolate LO-39, complete genome-table6-Rhabdoviridae-HMM523-911_18.0-ORF136
seq70	>ref-NC_025340.1 Long Island tick rhabdovirus strain LS1, complete genome-table4-Rhabdoviridae-HMM456-854_18.0-ORF111
seq71	>ref-NC_025341.1 Fikirini bat rhabdovirus isolate KEN352, complete genome-table4-Rhabdoviridae-HMM448-847_18.0-ORF109
seq72	>ref-NC_025358.1 Berrimah virus strain DPP 63, complete genome-table6-Rhabdoviridae-HMM501-896_18.0-ORF171
seq73	>ref-NC_025364.1 Malpais Spring virus strain 85-488NM, complete genome-table4-Rhabdoviridae-HMM456-856_18.0-ORF136
seq74	>ref-NC_025365.1 Shimoni bat virus, complete genome-table6-Rhabdoviridae-HMM517-913_17.0-ORF140
seq75	>ref-NC_025382.1 Spodoptera frugiperda rhabdovirus isolate Sf, complete genome-table6-Rhabdoviridae-HMM476-857_17.0-ORF144
seq76	>ref-NC_025391.1 Almpiwar virus isolate MRM4059, complete genome-table4-Rhabdoviridae-HMM488-885_18.0-ORF128
seq77	>ref-NC_025389.1 Eggplant mottled dwarf virus isolate Agapanthus, complete genome-table4-Rhabdoviridae-HMM448-842_19.0-ORF155
seq78	>ref-NC_025396.1 Kimberley virus isolate CS368, complete genome-table6-Rhabdoviridae-HMM496-892_18.0-ORF195
seq79	>ref-NC_025393.1 Arboretum virus isolate Lo-121, complete genome-table6-Rhabdoviridae-HMM475-863_18.0-ORF128
seq80	>ref-NC_026801.1 Black grass varicosavirus-like virus segment RNA 1-table6-Rhabdoviridae-HMM507-898_18.0-ORF72
seq81	>ref-NC_028236.1 Kumasi rhabdbovirus, complete genome-table4-Rhabdoviridae-HMM1046-1445_14.0-ORF120
seq82	>ref-NC_028230.1 Inhangapi virus strain BEAR177325, complete genome-table6-Rhabdoviridae-HMM458-856_18.0-ORF147
seq83	>ref-NC_028241.1 Yata virus isolate DakArB 2181, complete genome-table4-Rhabdoviridae-HMM737-1134_16.0-ORF169
seq84	>ref-NC_028235.1 Flanders virus isolate BE AN 781455, complete genome-table6-Rhabdoviridae-HMM584-983_17.0-ORF145
seq85	>ref-NC_028234.1 Santa barbara virus strain AR775619, complete genome-table4-Rhabdoviridae-HMM460-858_18.0-ORF147
seq86	>ref-NC_028237.1 Alfalfa dwarf virus isolate Manfredi, complete genome-table6-Rhabdoviridae-HMM452-857_18.0-ORF151
seq87	>ref-NC_028231.1 Datura yellow vein virus, complete genome-table6-Rhabdoviridae-HMM607-1002_17.0-ORF145
seq88	>ref-NC_028232.1 Walkabout Creek virus isolate CS1056, complete genome-table6-Rhabdoviridae-HMM429-827_18.0-ORF134
seq89	>ref-NC_028239.1 Koolpinyah virus isolate DPP819, complete genome-table6-Rhabdoviridae-HMM495-892_18.0-ORF177
seq90	>ref-NC_028244.1 Barley yellow striate mosaic virus strain Hebei, complete genome-table6-Rhabdoviridae-HMM456-858_18.0-ORF142
seq91	>ref-NC_028246.1 Adelaide River virus isolate DPP61, complete genome-table6-Rhabdoviridae-HMM478-875_18.0-ORF167
seq92	>ref-NC_028255.1 Cocal virus Indiana 2, complete genome-table4-Rhabdoviridae-HMM978-1378_15.0-ORF101
seq93	>ref-NC_028484.1 Tongilchon virus 1 strain A12.2676/ROK/2012, complete genome-table4-Rhabdoviridae-HMM485-881_18.0-ORF117
seq94	>ref-NC_028867.1 Fox fecal rhabdovirus isolate S40 nucleocapsid protein, phosphoprotein, matrix protein, glycoprotein, alpha 1 protein, alpha 2 protein, alpha 3 protein, and L protein genes, complete cds-table6-Rhabdoviridae-HMM662-1050_15.0-ORF168
seq95	>ref-NC_030451.1 Diachasmimorpha longicaudata rhabdovirus isolate UGA, complete genome-table6-Rhabdoviridae-HMM465-852_17.0-ORF154
seq96	>ref-NC_031093.1 Sanxia Water Strider Virus 5 strain SXSSP11 nucleocapsid (N), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM598-985_15.0-ORF143
seq97	>ref-NC_031083.1 Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM550-952_16.0-ORF136
seq98	>ref-NC_031079.1 Bole Tick Virus 2 strain BL076 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table4-Rhabdoviridae-HMM592-990_17.0-ORF102
seq99	>ref-NC_031216.1 Shayang Fly Virus 3 strain SYY1-1 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM511-905_16.0-ORF148
seq100	>ref-NC_031272.1 Tacheng Tick Virus 7 strain TCRP-3 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), ORF4 (ORF4), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM447-846_17.0-ORF139
seq101	>ref-NC_031240.1 Wuhan Louse Fly Virus 10 strain BFJSC-8 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM481-881_18.0-ORF125
seq102	>ref-NC_031301.1 Wuhan Louse Fly Virus 5 strain BFJSC-5 nucleocapsid (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM461-859_18.0-ORF121
seq103	>ref-NC_031305.1 Yongjia Tick Virus 2 strain YJ1-2 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM478-876_18.0-ORF128
seq104	>ref-NC_031215.1 Shayang Fly Virus 2 strain SYY1-8 nucleocapsid (N), ORF2 (ORF2), X protein (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM557-956_17.0-ORF137
seq105	>ref-NC_031283.1 Wuhan House Fly Virus 2 strain SYY4-5 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM494-890_17.0-ORF155
seq106	>ref-NC_031276.1 Wuhan Ant Virus strain WHMY02 RNA-dependent RNA polymerase (L) gene, complete cds-table6-Rhabdoviridae-HMM442-821_16.0-ORF70
seq107	>ref-NC_031236.1 Wuhan Insect virus 7 strain WHYC02 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table4-Rhabdoviridae-HMM444-842_18.0-ORF136
seq108	>ref-NC_031278.1 Wuhan Fly Virus 2 strain SYY1-3 nucleocapsid (N), ORF2 (ORF2), X protein (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table4-Rhabdoviridae-HMM483-882_18.0-ORF150
seq109	>ref-NC_031273.1 Taishun Tick Virus strain BL198 nucleocapsid (N), ORF2 (ORF2), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM527-925_17.0-ORF102
seq110	>ref-NC_031227.1 Wuhan Insect virus 5 strain YCYC02 nucleocapsid (N), phosphoprotein (P), 4b protein (4b), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table4-Rhabdoviridae-HMM450-855_18.0-ORF150
seq111	>ref-NC_031303.1 Wuhan Mosquito Virus 9 strain JX1-13 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerases genes, complete cds-table4-Rhabdoviridae-HMM493-881_22.0-ORF123
seq112	>ref-NC_031217.1 Shuangao Bedbug Virus 2 strain SACC-1 ORF1 (ORF1), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM449-841_17.0-ORF110
seq113	>ref-NC_031225.1 Wuhan Insect virus 4 strain YCYC03 nucleocapsid (N), phosphoprotein (P), 4b protein (4b), putative matrix protein (ORF4), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table4-Rhabdoviridae-HMM425-826_18.0-ORF160
seq114	>ref-NC_031282.1 Wuhan House Fly Virus 1 strain SYY2-4 nucleocapsid (N), putative phosphoprotein (ORF2), putative X protein (ORF3), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table4-Rhabdoviridae-HMM460-858_18.0-ORF148
seq115	>ref-NC_031268.1 Tacheng Tick Virus 3 strain TC255 ORF1 (ORF1) and RNA-dependent RNA polymerase (L) genes, complete cds-table4-Rhabdoviridae-HMM486-882_17.0-ORF94
seq116	>ref-NC_031232.1 Wuhan Insect virus 6 strain SXCC01-1 nucleocapsid (N), phosphoprotein (P), 4b protein (4b), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table4-Rhabdoviridae-HMM437-839_18.0-ORF159
seq117	>ref-NC_031304.1 Wuhan Tick Virus 1 strain X78-2 nucleocapsid (N), ORF2 (ORF2), ORF3 (ORF3), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM502-901_17.0-ORF114
seq118	>ref-NC_031302.1 Wuhan Louse Fly Virus 9 strain BFJSC-7 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds-table6-Rhabdoviridae-HMM473-873_18.0-ORF117
seq119	>ref-NC_031690.1 (REVERSE SENSE) Orgi virus strain SP1 L protein, glycoprotein, matrix protein, phosphoprotein, and nucleoprotein genes, complete cds-table4-Rhabdoviridae-HMM460-859_18.0-ORF315
seq120	>ref-NC_031691.1 (REVERSE SENSE) Gata virus strain M4 L protein, glycoprotein, matrix protein, phosphoprotein, and nucleoprotein genes, complete cds-table6-Rhabdoviridae-HMM465-864_18.0-ORF296
seq121	>ref-NC_031955.1 Lleida bat lyssavirus isolate RV3208, complete genome-table4-Rhabdoviridae-HMM455-852_18.0-ORF140
seq122	>ref-NC_031988.1 Gannoruwa bat lyssavirus isolate RV3266, complete genome-table6-Rhabdoviridae-HMM575-971_17.0-ORF137
seq123	>ref-NC_032432.1 Beihai barnacle virus 7 strain BHTH16013 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, hypothetical protein 4, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM589-974_17.0-ORF123
seq124	>ref-NC_032739.1 Wenling crustacean virus 10 strain WLJQ101844 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM452-831_17.0-ORF144
seq125	>ref-NC_033182.1 Shayang ascaridia galli virus 2 strain SYJFC48550 putative nucleoprotein, hypothetical protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM495-889_16.0-ORF131
seq126	>ref-NC_032781.1 Wenling crustacean virus 11 strain WLJQ201798 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM482-866_17.0-ORF125
seq127	>ref-NC_033034.1 Hubei diptera virus 9 strain SCM172232 putative nucleoprotein, hypothetical protein 2, putative X protein, putative matrix protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM471-869_18.0-ORF146
seq128	>ref-NC_033103.1 Hubei diptera virus 10 strain SCM43656 putative nucleoprotein, hypothetical protein, putative X protein, putative matrix protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM1103-1501_14.0-ORF144
seq129	>ref-NC_033070.1 Hubei dimarhabdovirus virus 1 strain SCM51525 putative nucleoprotein, hypothetical protein, putative matrix protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM1220-1621_13.0-ORF129
seq130	>ref-NC_032982.1 Hubei dimarhabdovirus virus 3 strain QTM26149 putative nucleoprotein, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM475-874_18.0-ORF144
seq131	>ref-NC_032907.1 Hubei lepidoptera virus 2 strain LCM101902 putative nucleoprotein, hypothetical protein 2, putative membrane protein, putative glycoprotein 1, putative glycoprotein 2, and RNA-dependent RNA polymerase genes, complete cds-table4-Rhabdoviridae-HMM491-891_18.0-ORF127
seq132	>ref-NC_033006.1 Hubei dimarhabdovirus virus 2 strain QTM26629 putative nucleoprotein, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM479-878_18.0-ORF131
seq133	>ref-NC_033267.1 Hubei rhabdo-like virus 9 strain WHZHC73015 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, hypothetical protein 4, hypothetical protein 5, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM518-910_16.0-ORF157
seq134	>ref-NC_033261.1 Hubei rhabdo-like virus 2 strain WHSWHC60518 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM433-828_17.0-ORF114
seq135	>ref-NC_032971.1 Hubei rhabdo-like virus 1 strain QTM25107 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table6-Rhabdoviridae-HMM431-812_17.0-ORF136
seq136	>ref-NC_033705.1 Xinzhou nematode virus 4 strain XZSJSC65771 putative nucleoprotein, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table4-Rhabdoviridae-HMM480-876_18.0-ORF123
seq137	>ref-NC_033703.1 Xinzhou dimarhabdovirus virus 1 strain XZSJSC65538 hypothetical protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table4-Rhabdoviridae-HMM522-920_17.0-ORF105
seq138	>ref-NC_033701.1 Xingshan nematode virus 4 strain XSNXC32924 putative nucleoprotein, hypothetical protein 1, hypothetical protein 2, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds-table4-Rhabdoviridae-HMM506-904_17.0-ORF155
seq139	>ref-NC_033731.1 Wuhan pillworm virus 2 strain WHSFII14871 putative nucleoprotein, hypothetical protein, putative matrix protein, putative glycoprotein 1, RNA-dependent RNA polymerase, and putative glycoprotein 2 genes, complete cds-table6-Rhabdoviridae-HMM523-919_17.0-ORF129
seq140	>ref-NC_034240.1 (REVERSE SENSE) Tomato yellow mottle-associated virus, complete genome-table6-Rhabdoviridae-HMM461-866_18.0-ORF327
seq141	>ref-NC_034443.1 Le Dantec virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM457-856_18.0-ORF126
seq142	>ref-NC_034448.1 Mosqueiro virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM585-985_17.0-ORF145
seq143	>ref-NC_034451.1 Kern Canyon virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table4-Rhabdoviridae-HMM525-923_18.0-ORF125
seq144	>ref-NC_034450.1 Kamese virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM530-929_17.0-ORF145
seq145	>ref-NC_034454.1 Fukuoka virus nucleoprotein, phosphoprotein, matrix, hypothetical protein, glycoprotein, and polymerase genes, complete cds-table4-Rhabdoviridae-HMM500-897_18.0-ORF129
seq146	>ref-NC_034447.1 Hart Park virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM471-870_18.0-ORF155
seq147	>ref-NC_034449.1 Parry Creek virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table4-Rhabdoviridae-HMM579-977_17.0-ORF152
seq148	>ref-NC_034537.1 La Joya virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, hypothetical proteins, glycoprotein, hypothetical proteins, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM466-864_18.0-ORF182
seq149	>ref-NC_034529.1 Sena Madureira virus nucleoprotein, hypothetical protein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table4-Rhabdoviridae-HMM462-856_18.0-ORF135
seq150	>ref-NC_034544.1 Iriri virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical proteins, and polymerase genes, complete cds-table4-Rhabdoviridae-HMM517-915_18.0-ORF132
seq151	>ref-NC_034535.1 Barur virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds-table4-Rhabdoviridae-HMM465-862_18.0-ORF120
seq152	>ref-NC_034546.1 Sweetwater Branch virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM467-864_18.0-ORF164
seq153	>ref-NC_034508.1 Morreton virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM444-844_18.0-ORF125
seq154	>ref-NC_034530.1 Marco virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical proteins, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM465-863_18.0-ORF151
seq155	>ref-NC_034538.1 Joinjakaka virus nucleoprotein, phosphoprotein, hypothetical protein, matrix, glycoprotein, hypothetical proteins, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM618-1018_17.0-ORF156
seq156	>ref-NC_034550.1 Chaco virus nucleoprotein, hypothetical protein, phosphoprotein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM456-851_18.0-ORF117
